Achromobacter_insuavis	GCF_000219745.1_ASM21974v1_genomic
Vibrio_aerogenes	GCF_900130105.1_Vibrio.aerogenes_CECT_7868_Velvet_Prokka_genomic
Vibrio_albensis	GCF_001471585.1_ASM147158v1_genomic
Vibrio_alginolyticus	GCF_000354175.2_ASM35417v2_genomic
Vibrio_algivorus	GCF_002218005.1_ASM221800v1_genomic
Vibrio_anguillarum	GCF_002163795.1_ASM216379v1_genomic
Vibrio_antiquarius	GCF_000024825.1_ASM2482v1_genomic
Vibrio_atlanticus	GCF_900089855.1_VatlanticusCECT7223_Velvet_Prokka_genomic
Vibrio_azureus	GCF_000467165.1_ASM46716v1_genomic
Vibrio_barjaei	GCF_001639065.2_ASM163906v2_genomic
Vibrio_bivalvicida	GCF_001399455.2_ASM139945v2_genomic
Vibrio_brasiliensis	GCF_000189255.1_ASM18925v1_genomic
Vibrio_breoganii	GCF_001677275.1_ASM167727v1_genomic
Vibrio_campbellii	GCF_001991055.1_ASM199105v1_genomic
Vibrio_caribbeanicus	GCF_000785575.1_ASM78557v1_genomic
Vibrio_casei	GCF_002218025.1_ASM221802v1_genomic
Vibrio_celticus	GCF_900089965.1_VcelticusCECT7224_Velvet_Prokka_genomic
Vibrio_cholerae	GCF_000969235.1_ASM96923v1_genomic
Vibrio_cidicii	GCF_001597655.1_ASM159765v1_genomic
Vibrio_cincinnatiensis	GCF_900167345.1_IMG-taxon_2568526007_annotated_assembly_genomic
Vibrio_coralliilyticus	GCF_000763535.1_ASM76353v2_genomic
Vibrio_crassostreae	GCF_001486525.1_Evh12_genomic
Vibrio_cyclitrophicus	GCF_000473545.1_HGAP_genomic
Vibrio_diabolicus	GCF_001048675.1_VDIABv1_PRJEB5898_genomic
Vibrio_diazotrophicus	GCF_000740015.1_ASM74001v1_genomic
Vibrio_europaeus	GCF_001695575.1_ASM169557v1_genomic
Vibrio_ezurae	GCF_000467185.1_ASM46718v1_genomic
Vibrio_fischeri	GCF_000011805.1_ASM1180v1_genomic
Vibrio_fluvialis	GCF_001558415.1_ASM155841v1_genomic
Vibrio_fortis	GCF_000695685.1_Soap_denovo_2.01_genomic
Vibrio_furnissii	GCF_000184325.1_ASM18432v1_genomic
Vibrio_galatheae	GCF_000967545.1_S2757_genomic
Vibrio_gazogenes	GCF_002196515.1_ASM219651v1_genomic
Vibrio_genomosp.	GCF_000287055.2_ASM28705v2_genomic
Vibrio_gigantis	GCF_002156475.1_ASM215647v1_genomic
Vibrio_halioticoli	GCF_000496695.1_ASM49669v1_genomic
Vibrio_harveyi	GCF_000770115.1_ASM77011v2_genomic
Vibrio_hepatarius	GCF_001274785.1_ASM127478v1_genomic
Vibrio_hyugaensis	GCF_000818435.1_ASM81843v1_genomic
Vibrio_ichthyoenteri	GCF_000222605.1_ASM22260v1_genomic
Vibrio_ishigakensis	GCA_000830475.1_ASM83047v1_genomic
Vibrio_jasicida	GCF_000818715.1_ASM81871v1_genomic
Vibrio_kanaloae	GCF_000272165.2_ASM27216v2_genomic
Vibrio_lentus	GCF_001974605.1_ASM197460v1_genomic
Vibrio_litoralis	GCF_000426765.1_ASM42676v1_genomic
Vibrio_madracius	GCA_000695745.1_Vshiloi354_genomic
Vibrio_mangrovi	GCF_900184095.1_Vmangrovi_CECT7927_Spades_Prokka_genomic
Vibrio_maritimus	GCF_000755385.1_ASM75538v1_genomic
Vibrio_mediterranei	GCF_900088415.1_VmediterraneiCECT0621_SPAdes_Prokka_genomic
Vibrio_metoecus	GCF_001402165.1_ASM140216v1_genomic
Vibrio_metschnikovii	GCF_000176155.1_ASM17615v1_genomic
Vibrio_mexicanus	GCF_001012815.1_ASM101281v1_genomic
Vibrio_mimicus	GCF_001558475.1_ASM155847v1_genomic
Vibrio_mytili	GCF_000830505.1_ASM83050v1_genomic
Vibrio_natriegens	GCF_001456255.1_ASM145625v1_genomic
Vibrio_navarrensis	GCF_000764325.1_2540-90v1.0_genomic
Vibrio_neptunius	GCF_000967495.1_S2394_genomic
Vibrio_nereis	GCF_001591105.1_ASM159110v1_genomic
Vibrio_nigripulchritudo	GCF_000801275.2_ASM80127v1_genomic
Vibrio_ordalii	GCF_000287135.2_ASM28713v2_genomic
Vibrio_orientalis	GCF_000176235.1_ASM17623v1_genomic
Vibrio_ostreicida	GCF_001957165.1_ASM195716v1_genomic
Vibrio_owensii	GCF_002021755.1_ASM202175v1_genomic
Vibrio_pacinii	GCF_000711795.1_ASM71179v1_genomic
Vibrio_palustris	GCF_900162645.1_V_palustris_CECT9027T_Velvet_Prokka_EMBL_genomic
Vibrio_panuliri	GCF_001939725.1_ASM193972v1_genomic
Vibrio_ponticus	GCA_000754155.1_ASM75415v1_genomic
Vibrio_proteolyticus	GCF_000467125.1_ASM46712v1_genomic
Vibrio_quintilis	GCF_900143745.1_V.quintilis_CECT7734T_Velvet_Prokka_EMBL_genomic
Vibrio_renipiscarius	GCF_000827885.1_ASM82788v1_genomic
Vibrio_rhizosphaerae	GCF_000711805.1_ASM71180v1_genomic
Vibrio_rotiferianus	GCF_002214395.1_ASM221439v1_genomic
Vibrio_ruber	GCF_900163965.1_V_ruber_CECT7878T_Velvet_Prokka_EMBL_genomic
Vibrio_rumoiensis	GCF_002218045.1_ASM221804v1_genomic
Vibrio_sagamiensis	GCF_000400425.1_ASM40042v1_genomic
Vibrio_scophthalmi	GCF_001687805.1_ASM168780v1_genomic
Vibrio_shiloi	GCF_000695725.1_Vshiloi203_genomic
Vibrio_shilonii	GCF_002214345.1_ASM221434v1_genomic
Vibrio_sinaloensis	GCF_000808535.1_ASM80853v1_genomic
Vibrio_sonorensis	GCF_001854765.1_ASM185476v1_genomic
Vibrio_spartinae	GCF_900149295.1_V.spartinae_CECT9026T_Velvet_Prokka_genomic
Vibrio_splendidus	GCF_000152765.1_ASM15276v1_genomic
Vibrio_tasmaniensis	GCF_000091465.1_ASM9146v1_genomic
Vibrio_toranzoniae	GCF_900089765.1_VtoranzoniaeCECT7225_SPAdes_Prokka_genomic
Vibrio_tritonius	GCF_001547935.1_ASM154793v1_genomic
Vibrio_tubiashii	GCF_000772105.1_ASM77210v1_genomic
Vibrio_variabilis	GCF_000783325.1_ASM78332v1_genomic
Vibrio_vulnificus	GCF_000039765.1_ASM3976v1_genomic
Vibrio_xiamenensis	GCF_900100015.1_IMG-taxon_2617270927_annotated_assembly_genomic
Vibrio_xuii	GCF_001274855.1_ASM127485v1_genomic
Wolbachia_pipientis	GCF_001752665.1_ASM175266v1_genomic
Xanthomonas_albilineans	GCF_000962915.1_Xal-HVO_082-G1_genomic
Xanthomonas_alfalfae	GCF_000488955.1_Xaf-CFBP3836-G1_genomic
Xanthomonas_arboricola	GCF_001237985.1_ASM123798v1_genomic
Xanthomonas_axonopodis	GCF_000225915.1_ASM22591v1_genomic
Xanthomonas_bromi	GCF_900092025.1_LMG947_genomic
Xanthomonas_campestris	GCF_000007145.1_ASM714v1_genomic
Xanthomonas_cannabis	GCF_000764855.1_NyagatareV1_genomic
Xanthomonas_cassavae	GCF_000454545.1_20120625_genomic
Xanthomonas_citri	GCF_002218285.1_ASM221828v1_genomic
Xanthomonas_euvesicatoria	GCF_000730305.1_G1_genomic
Xanthomonas_floridensis	GCF_001642575.1_Xfloridensis_v1.0_genomic
Xanthomonas_fragariae	GCF_900183985.1_NBC2815.1_genomic
Xanthomonas_fuscans	GCF_001610915.1_ASM161091v1_genomic
Xanthomonas_gardneri	GCF_001908755.1_ASM190875v1_genomic
Xanthomonas_hortorum	GCF_000505565.1_XHC_1.0_genomic
Xanthomonas_maliensis	GCF_000401255.1_Xanthomonas_sp._97M_genomic
Xanthomonas_massiliensis	GCF_900018785.1_Xanthomonas_massiliensis_genomic
Xanthomonas_nasturtii	GCF_001660815.1_Xnasturtii_v1.0_genomic
Xanthomonas_oryzae	GCF_000019585.2_ASM1958v2_genomic
Xanthomonas_perforans	GCF_000192045.2_ASM19204v3_genomic
Xanthomonas_phaseoli	GCF_001564415.1_ASM156441v1_genomic
Xanthomonas_pisi	GCF_001010415.1_ASM101041v1_genomic
Xanthomonas_retroflexus	GCF_900143175.1_ASM90014317v1_genomic
Xanthomonas_sacchari	GCF_000815185.1_ASM81518v1_genomic
Xanthomonas_translucens	GCF_001021935.1_ASM102193v1_genomic
Xanthomonas_vasicola	GCF_000772725.1_NCPPB1396v1_genomic
Xanthomonas_vesicatoria	GCF_001908725.1_ASM190872v1_genomic
